trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
856,False,"{'a': 0.4248581204619246, 'e': 0.2828808626910075}",20,6,0.24711302275076807,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
857,False,"{'a': 0.4244334746997309, 'e': 0.28144181240869204}",20,0,-7.0679622360892225,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
858,False,"{'a': 0.4240092533710473, 'e': 0.2800021288824176}",20,4,15.31101317412485,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
859,False,"{'a': 0.4235854560516524, 'e': 0.2785618153514711}",30,19,-5.647445193907875,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
860,False,"{'a': 0.4231620823177488, 'e': 0.2771208750565576}",25,15,13.749820359053635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.4227391317459629, 'e': 0.2756793112397921}",25,12,21.074771251567427,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.42231660391334386, 'e': 0.27423712714469284}",20,9,-45.93349418038882,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
863,False,"{'a': 0.421894498397364, 'e': 0.272794326016173}",20,0,-86.66363846156082,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
864,False,"{'a': 0.42147281477591764, 'e': 0.2713509111005347}",20,16,7.470942748654438,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.4210515526273212, 'e': 0.2699068856454609}",25,14,20.716045655707855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.42063071153031245, 'e': 0.26846225290000847}",20,9,6.9690844533878735,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
867,False,"{'a': 0.42021029106405033, 'e': 0.26701701611460005}",20,5,-66.53983160477874,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
868,False,"{'a': 0.41979029080811425, 'e': 0.265571178541018}",20,1,-12.6052778450426,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
869,False,"{'a': 0.419370710342504, 'e': 0.26412474343239634}",20,9,-25.463158175216236,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
870,False,"{'a': 0.418951549247639, 'e': 0.26267771404321355}",20,0,-77.145794714683,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
871,False,"{'a': 0.4185328071043582, 'e': 0.2612300936292848}",25,5,-42.79854488719083,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
872,False,"{'a': 0.41811448349391933, 'e': 0.25978188544775555}",30,20,7.287373152018595,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.41769657799799886, 'e': 0.25833309275709365}",25,18,11.452952857743107,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.41727909019869114, 'e': 0.2568837188170823}",20,0,-41.75876921253118,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
875,False,"{'a': 0.41686201967850844, 'e': 0.2554337668888117}",20,4,-16.44513580635875,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
876,False,"{'a': 0.4164453660203801, 'e': 0.2539832402346734}",30,2,25.21743590662743,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
877,False,"{'a': 0.4160291288076525, 'e': 0.2525321421183517}",20,7,11.233324198552774,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
878,False,"{'a': 0.41561330762408843, 'e': 0.25108047580481696}",30,3,-15.803676831508414,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 0}",1
879,False,"{'a': 0.4151979020538666, 'e': 0.2496282445603174}",25,5,0.8841561597617542,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
880,False,"{'a': 0.4147829116815814, 'e': 0.2481754516523729}",25,16,-4.391940056158806,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
881,False,"{'a': 0.41436833609224244, 'e': 0.24672210034976685}",30,18,16.543650671519323,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.4139541748712741, 'e': 0.24526819392253935}",20,3,-4.9876780533949905,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
883,False,"{'a': 0.41354042760451515, 'e': 0.24381373564197875}",20,8,-18.674467465822183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
884,False,"{'a': 0.4131270938782183, 'e': 0.24235872878061585}",30,18,11.331039061565505,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
885,False,"{'a': 0.4127141732790497, 'e': 0.24090317661221541}",25,10,13.412992716277104,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
886,False,"{'a': 0.41230166539408875, 'e': 0.23944708241176946}",30,16,24.40625840248477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.4118895698108276, 'e': 0.23799044945548886}",20,5,13.349423336220333,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
888,False,"{'a': 0.41147788611717057, 'e': 0.2365332810207974}",25,17,14.149423033709812,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.41106661390143395, 'e': 0.23507558038632342}",20,14,-9.049586516990498,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
890,False,"{'a': 0.4106557527523455, 'e': 0.23361735083189297}",30,9,6.370379954903163,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
891,False,"{'a': 0.410245302259044, 'e': 0.2321585956385215}",20,5,23.17616163439947,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.40983526201107895, 'e': 0.23069931808840777}",20,13,12.811588445653413,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.4094256315984101, 'e': 0.22923952146492568}",30,18,13.43136514447816,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
894,False,"{'a': 0.4090164106114069, 'e': 0.22777920905261723}",30,8,-57.583681906234965,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 1}",1
895,False,"{'a': 0.40860759864084845, 'e': 0.22631838413718425}",20,0,-49.21213087909423,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
896,False,"{'a': 0.4081991952779227, 'e': 0.22485705000548248}",20,2,-14.255961537304914,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
897,False,"{'a': 0.4077912001142262, 'e': 0.22339520994551323}",30,19,13.143347366571554,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.4073836127417638, 'e': 0.22193286724641567}",30,18,21.965923800777052,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.40697643275294815, 'e': 0.22047002519846043}",20,16,6.461844871377447,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.4065696597405991, 'e': 0.2190066870930415}",20,12,13.423889323427204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.4061632932979437, 'e': 0.2175428562226692}",30,13,21.275488789679386,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.40575733301861544, 'e': 0.21607853588096199}",20,13,12.3754026542469,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.40535177849665405, 'e': 0.21461372936264017}",20,16,9.041856853977237,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.4049466293265049, 'e': 0.21314843996351784}",20,13,13.311857289012288,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.4045418851030188, 'e': 0.21168267098049576}",30,9,32.36509516672144,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.4041375454214515, 'e': 0.21021642571155302}",20,0,29.77009541068725,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
907,False,"{'a': 0.4037336098774634, 'e': 0.20874970745574115}",20,13,6.067414674524288,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.40333007806711874, 'e': 0.20728251951317553}",25,12,-13.286842651998843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
909,False,"{'a': 0.4029269495868858, 'e': 0.2058148651850287}",20,9,22.489554765660284,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.40252422403363597, 'e': 0.2043467477735218}",20,10,-25.370424274015342,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
911,False,"{'a': 0.40212190100464373, 'e': 0.20287817058191862}",20,10,19.16109630219088,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.401719980097586, 'e': 0.20140913691451723}",25,5,31.387583747617278,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.4013184609105419, 'e': 0.19993965007664297}",20,5,29.904378400830527,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.40091734304199217, 'e': 0.19846971337464017}",20,0,27.16865955788159,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
915,False,"{'a': 0.40051662609081884, 'e': 0.19699933011586598}",20,15,9.506964364722277,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.40011630965630496, 'e': 0.19552850360868218}",30,11,8.077249844157132,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
917,False,"{'a': 0.3997163933381341, 'e': 0.19405723716244794}",20,0,-14.622696252930275,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
918,False,"{'a': 0.3993168767363899, 'e': 0.19258553408751172}",25,0,-11.506864342502997,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
919,False,"{'a': 0.39891775945155566, 'e': 0.19111339769520508}",25,0,7.979523930013942,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
920,False,"{'a': 0.3985190410845142, 'e': 0.18964083129783424}",30,19,9.143039186379117,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
921,False,"{'a': 0.39812072123654696, 'e': 0.18816783820867322}",25,3,36.61790793626744,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.39772279950933415, 'e': 0.18669442174195536}",30,16,-14.952699169070314,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
923,False,"{'a': 0.397325275504954, 'e': 0.18522058521286736}",20,12,13.542464136751324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.3969281488258825, 'e': 0.18374633193754078}",25,14,15.362073556783308,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.39653141907499284, 'e': 0.18227166523304508}",20,5,-0.3963897439270685,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
926,False,"{'a': 0.39613508585555535, 'e': 0.18079658841737925}",25,13,10.418437630562355,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
927,False,"{'a': 0.3957391487712367, 'e': 0.17932110480946578}",25,13,-32.20305413167445,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
928,False,"{'a': 0.3953436074260998, 'e': 0.17784521772914214}",30,14,18.68601247885022,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.3949484614246033, 'e': 0.17636893049715385}",20,12,15.65632716443266,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.39455371037160114, 'e': 0.17489224643514614}",30,17,11.860266633958112,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.3941593538723422, 'e': 0.17341516886565772}",25,19,5.069056946294783,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.39376539153247, 'e': 0.1719377011121125}",25,8,19.492129997987032,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
933,False,"{'a': 0.39337182295802214, 'e': 0.17045984649881257}",25,16,17.17358616169235,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.39297864775543, 'e': 0.1689816083509297}",20,6,23.51869811443204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.39258586553151836, 'e': 0.1675029899944993}",25,16,-20.937750410339554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
936,False,"{'a': 0.392193475893505, 'e': 0.1660239947564121}",20,5,29.59389294595787,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.3918014784490002, 'e': 0.16454462596440697}",30,7,20.233390764018278,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
938,False,"{'a': 0.3914098728060065, 'e': 0.16306488694706261}",30,15,-55.61342097927107,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
939,False,"{'a': 0.39101865857291823, 'e': 0.1615847810337914}",20,7,23.919743274506807,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.3906278353585211, 'e': 0.16010431155483126}",25,13,-16.908415024555943,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
941,False,"{'a': 0.39023740277199187, 'e': 0.15862348184123745}",25,16,18.758211680099336,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.38984736042289797, 'e': 0.1571422952248764}",30,14,-24.589950151701974,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
943,False,"{'a': 0.389457707921197, 'e': 0.15566075503841742}",25,12,24.46675148597362,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.38906844487723635, 'e': 0.15417886461532546}",20,1,32.33373496996068,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.388679570901753, 'e': 0.15269662728985295}",20,11,17.89007613371397,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.38829108560587294, 'e': 0.15121404639703348}",25,7,17.121377482259895,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
947,False,"{'a': 0.3879029886011109, 'e': 0.14973112527267338}",30,19,21.010038806528755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.38751527949936976, 'e': 0.14824786725334482}",20,12,16.189392908706033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.38712795791294036, 'e': 0.14676427567637726}",30,8,16.041184242343487,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
950,False,"{'a': 0.3867410234545012, 'e': 0.14528035387985133}",20,16,9.226860253080604,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.3863544757371177, 'e': 0.14379610520259048}",20,0,-28.311489487006284,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
952,False,"{'a': 0.3859683143742421, 'e': 0.14231153298415378}",20,2,12.480431040625463,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
953,False,"{'a': 0.3855825389797131, 'e': 0.14082664056482772}",25,11,0.5441213205050337,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
954,False,"{'a': 0.38519714916775516, 'e': 0.13934143128561977}",30,15,14.991872686033144,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
955,False,"{'a': 0.3848121445529785, 'e': 0.13785590848825022}",30,17,-28.129584485396233,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
956,False,"{'a': 0.3844275247503785, 'e': 0.13637007551514496}",30,8,1.0467128070622729,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
957,False,"{'a': 0.3840432893753353, 'e': 0.1348839357094271}",20,8,10.392759491977133,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
958,False,"{'a': 0.3836594380436134, 'e': 0.13339749241491078}",25,16,-4.545656761593204,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
959,False,"{'a': 0.3832759703713616, 'e': 0.13191074897609284}",20,12,13.851729164028969,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.38289288597511206, 'e': 0.13042370873814554}",25,18,13.673963479565757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.3825101844717804, 'e': 0.12893637504690839}",25,9,22.615638053209175,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.3821278654786651, 'e': 0.12744875124888178}",20,6,-20.848016000348466,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
963,False,"{'a': 0.3817459286134471, 'e': 0.12596084069121863}",20,7,22.96393328714132,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.38136437349418956, 'e': 0.12447264672171729}",20,5,22.758733359724282,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.38098319973933725, 'e': 0.1229841726888131}",30,15,-29.421077987663065,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
966,False,"{'a': 0.38060240696771647, 'e': 0.12149542194157227}",20,12,-36.962911730760155,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
967,False,"{'a': 0.38022199479853436, 'e': 0.12000639782968331}",30,11,33.948628758941936,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.3798419628513787, 'e': 0.11851710370345009}",25,8,13.30998089927368,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
969,False,"{'a': 0.3794623107462176, 'e': 0.11702754291378331}",25,9,21.903178083630145,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.37908303810339883, 'e': 0.11553771881219435}",20,10,-16.01261890069326,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
971,False,"{'a': 0.3787041445436498, 'e': 0.1140476347507868}",30,15,29.108993431424803,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.3783256296880768, 'e': 0.11255729408224939}",30,4,42.09160865520403,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.37794749315816506, 'e': 0.11106670015984757}",20,11,15.874324413071996,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.37756973457577797, 'e': 0.10957585633741725}",20,8,11.332092118291513,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
975,False,"{'a': 0.37719235356315695, 'e': 0.10808476596935639}",20,6,26.368361114295112,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.3768153497429209, 'e': 0.10659343241061792}",25,14,10.439404149696724,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
977,False,"{'a': 0.376438722738066, 'e': 0.10510185901670126}",20,12,17.72124524287211,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.3760624721719652, 'e': 0.10361004914364617}",30,19,19.96776766744111,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.37568659766836787, 'e': 0.10211800614802422}",25,15,13.533258861290092,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.37531109885139957, 'e': 0.10062573338693172}",20,11,8.229211323799435,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
981,False,"{'a': 0.3749359753455614, 'e': 0.09913323421798134}",25,13,23.142623867849817,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,11,19.596198136320844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,12,13.455602377151417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,6,25.341334360365405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,16,17.61562914296052,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,19,27.110028522696364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,13,26.45253569347626,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,13,14.11903586953611,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,3,37.413845773126376,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,3,32.254560959938516,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,18,24.1246471409303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,9,35.02096002909601,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,12,12.125207569981098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,14,10.872112778721919,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,16,6.39951171613079,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,13,24.330524248990212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",35,12,41.09835757866879,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,13,13.919732489817571,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,15,9.942762043799915,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,17,13.025634748317453,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,3,23.30053213906983,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
